zips/2025091118/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Todd-Road-Intersection-Improvements_CEQA_Initial_Study_MND-Sept2025.PDF:congested-headed hayfield tarplant (Hemizonia congesta ssp. congesta). Congested-headed
zips/2025091119/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Exhibit B-1_Biological Survey_OCR.PDF:Streptanthus hesperidis
zips/2025091119/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Exhibit B-1_Biological Survey_OCR.PDF:Symphyotrichum lentum
zips/2025091119/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Exhibit B-1_Biological Survey_OCR.PDF:Toxicoscordion fontanum
zips/2025091119/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Exhibit B-1_Biological Survey_OCR.PDF:Trichostema ruygtii
zips/2025091119/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Exhibit B-1_Biological Survey_OCR.PDF:Trifolium amoenum
zips/2025091119/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Exhibit B-1_Biological Survey_OCR.PDF:Trifolium hydrophilum
zips/2025091119/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Exhibit B-1_Biological Survey_OCR.PDF:Triteleia lugens
zips/2025091119/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Exhibit B-1_Biological Survey_OCR.PDF:Viburnum ellipticum
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:species of concern found on the parcel were identified as: Sand Dune Phacelia (Phacelia argentea) and Siskiyou
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Checkerbloom (Sidalcea malviflora ssp. patula). The Sand Dune Phacelia has a California Rare Plant Rank (CRPR) of 1B.1
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Abronia umbellata var.
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Angelica lucida
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Anthoxanthum nitens
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Calicium adspersum
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Cardamine angulata
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Cardamine nuttallii
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Carex arcta
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Carex lyngbyei
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Carex praticola
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Carex sheldonii
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Carex viridula ssp.
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Castilleja ambigua var.
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Dicentra formosa ssp.
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Empetrum nigrum
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Eriogonum nudum var.
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Erysimum concinnum
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Glehnia littoralis ssp.
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Castilleja litoralis
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Iris bracteata
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Iris innominata
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Lathyrus delnorticus
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Lathyrus japonicus
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Lathyrus palustris
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Lilium bolanderi
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Lilium occidentale
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Lycopodium clavatum
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Lysimachia europaea
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Mitellastra caulescens
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Hesperevax sparsiflora
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Horkelia sericata
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Moneses uniflora
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Oxalis suksdorfii
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Phacelia argentea
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Pleuropogon refractus
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Polemonium carneum
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Potamogeton foliosus
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Pyrrocoma racemosa
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Romanzoffia tracyi
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Sabulina howellii
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Sagittaria sanfordii
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Sanguisorba officinalis
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Sidalcea malachroides
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Sidalcea malviflora ssp.
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Sidalcea oregana ssp.
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Sulcaria spiralifera
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Viola langsdorffii
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Viola palustris
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Two special status plants were observed on the parcel, Sand dune phacelia (Phacelia argentea)
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Sand dune phacelia (Phacelia argentea) has a CRPR of lB.1 and is listed as threatened under
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Phacelia argentea
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Sidalcea malviflora ssp. patula
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Phacelia argentea (CRPR 1B.1, FT)
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Sidalcea malviflora ssp. patula (CRPR 1B.2)
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:t'SSJ Phacelia argentea (CRPR 1B.1, FT)
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:~ Sidalcea malviflora ssp. patula (CRPR 1B.2)
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Siskiyou checkerbloom (Sidalcea malviflora ssp. patula) is a rhizomatous perennial, making the population
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Two special status plants were previously observed on the parcel, Sand dune phacelia (Phacelia argentea)
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:and Siskiyou checkerbloom (Sidalcea malviflora ssp. patula). These populations were observed again on
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Sand dune phacelia (Phacelia argentea) has a CRPR of 1B.1 and is listed as Threatened under the ESA.
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Siskiyou checkerbloom (Sidalcea malviflora ssp. patula) has a CRPR of 1B.2. The plants are rhizomatous,
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Siskiyou checkerbloom (Sidalcea malviflora ssp. patula) was mapped using ArcGIS software and
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:checkerbloom population (Sidalcea malviflora ssp. patula) by Kyle Wear was 1,360 square feet. The
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Sand dune phacelia (Phacelia argentea) is endemic to northern California and southern Oregon (Coos
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:dune phacelia (Phacelia argentea) is restricted to sandy beaches, bluffs and dunes of southern Oregon
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:and northern California coasts. Main threats to Sand dune phacelia (Phacelia argentea) include invasive
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Siskiyou checkerbloom (Sidalcea malviflora ssp. patula) occurs within the coastal regions of southwest
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:checkerbloom (Sidalcea malviflora ssp. patula) faces threats such as road maintenance and herbicide
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Both the Siskiyou checkerbloom (Sidalcea malviflora ssp. patula) and Sand dune phacelia (Phacelia
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:the populations of the Siskiyou checkerbloom (Sidalcea malviflora ssp. patula) and Sand dune phacelia
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:(Phacelia argentea) within the project boundary whilst developing the parcel for its intended use is not
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Biological Diversity. (2021). Species status assessment report for sand dune phacelia (Phacelia argentea)
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Abronia umbellata
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Angelica lucida
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Arnica spathulata
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Calicium adspersum lichen
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Cardamine angulata seaside bittercress None
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Cardamine nuttallii
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Carex arcta
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Carex lyngbyei
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Carex praticola
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Carex serpenticola
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Castilleja litoralis
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Dicentra formosa
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Empetrum nigrum
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Eriogonum nudum
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Gilia capitata ssp.
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Gilia millefoliata
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Glehnia littoralis
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Carex sheldonii
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Carex viridula ssp.
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Castilleja ambigua
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Horkelia sericata
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Hosackia gracilis
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Iris bracteata
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Iris innominata
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Lathyrus delnorticus Del Norte pea
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Lathyrus japonicus
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Lathyrus palustris
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Lilium bolanderi
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Lilium occidentale
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Moneses uniflora
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Monotropa uniflora ghost-pipe
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Oenothera wolfii
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Oxalis suksdorfii
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Packera bolanderi
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Phacelia argentea
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Pityopus californicus California pinefoot None
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Ribes laxiflorum
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Romanzoffia tracyi
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Sabulina howellii
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Sagittaria sanfordii
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Sidalcea malviflora
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Sidalcea oregana
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Sulcaria spiralifera
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Usnea longissima
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Viola langsdorffii
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Viola palustris
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Figure 1. Map of reference site for the Siskiyou checkerbloom (Sidalcea malviflora ssp. patula).
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Photo 3. Sand dune phacelia (Phacelia argentea), CRPR 1B.1 was reobserved 04/14/25 in the vegetative phase of
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Photo 4. Siskiyou checkerbloom (Sidalcea malviflora ssp. patula) in its vegetative life phase growing alongside
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Phacelia argentea
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Sidalcea malviflora ssp. patula
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Phacelia argentea (CRPR 1B.1)
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Sidalcea malviflora spp . patula (CRPR 1B.2)
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Figure 4. Map of 425 Shoreline Drive showing botanical survey routes taken along with locations of Sand dune phacelia (Phacelia argentea) and Siskiyou
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:checkerbloom (Sidalcea malviflora ssp. patula).
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Phacelia argentea
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Sidalcea malviflora
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Abronia umbellata var.
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Angelica lucida
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Anthoxanthum nitens
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Arnica spathulata
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Calicium adspersum
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Cardamine angulata
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Cardamine nuttallii
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Carex arcta
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Carex lyngbyei
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Carex praticola
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Carex serpenticola
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Carex sheldonii
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Carex viridula ssp.
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Castilleja ambigua var.
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Castilleja litoralis
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Dicentra formosa ssp.
