zips/2026041107/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/MacMaster Initial Study-Draft Neg Dec-Complete.PDF:Packera bolanderi var.
zips/2026041109/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix D-1_Marine Biological Resources Study.PDF:Hesperevax sparsiflora var. brevifolia
zips/2026041109/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix D-1_Marine Biological Resources Study.PDF:Lasthenia californica ssp. bakeri
zips/2026041109/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix D-1_Marine Biological Resources Study.PDF:Lasthenia californica ssp. macrantha
zips/2026041109/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix D-1_Marine Biological Resources Study.PDF:Lilium maritimum
zips/2026041109/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix D-1_Marine Biological Resources Study.PDF:Microseris paludosa
zips/2026041109/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix D-1_Marine Biological Resources Study.PDF:Oenothera wolfii
zips/2026041109/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix D-1_Marine Biological Resources Study.PDF:Potamogeton epihydrus
zips/2026041109/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix D-1_Marine Biological Resources Study.PDF:Sidalcea malachroides
zips/2026041109/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix D-1_Marine Biological Resources Study.PDF:Sidalcea malviflora ssp. purpurea
zips/2026041109/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix D-1_Marine Biological Resources Study.PDF:Sulcaria spiralifera
zips/2026041109/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix D-1_Marine Biological Resources Study.PDF:Agrostis hooveri
zips/2026041109/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix D-1_Marine Biological Resources Study.PDF:Arctostaphylos morroensis
zips/2026041109/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix D-1_Marine Biological Resources Study.PDF:Arctostaphylos osoensis
zips/2026041109/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix D-1_Marine Biological Resources Study.PDF:Arctostaphylos pechoensis
zips/2026041109/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix D-1_Marine Biological Resources Study.PDF:Arenaria paludicola
zips/2026041109/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix D-1_Marine Biological Resources Study.PDF:Atriplex coulteri
zips/2026041109/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix D-1_Marine Biological Resources Study.PDF:Camissoniopsis hardhamiae
zips/2026041109/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix D-1_Marine Biological Resources Study.PDF:Castilleja densiflora var. obispoensis
zips/2026041109/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix D-1_Marine Biological Resources Study.PDF:Chenopodium littoreum
zips/2026041109/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix D-1_Marine Biological Resources Study.PDF:Cladonia firma
zips/2026041109/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix D-1_Marine Biological Resources Study.PDF:Chloropyron maritimum ssp. palustre
zips/2026041109/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix D-1_Marine Biological Resources Study.PDF:Delphinium parryi ssp. eastwoodiae
zips/2026041109/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix D-1_Marine Biological Resources Study.PDF:Dithyrea maritima
zips/2026041109/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix D-1_Marine Biological Resources Study.PDF:Erigeron blochmaniae
zips/2026041109/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix D-1_Marine Biological Resources Study.PDF:Eriodictyon altissimum
zips/2026041109/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix D-1_Marine Biological Resources Study.PDF:Horkelia cuneata var. puberula
zips/2026041109/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix D-1_Marine Biological Resources Study.PDF:Horkelia cuneata var. sericea
zips/2026041109/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix D-1_Marine Biological Resources Study.PDF:Layia erubescens
zips/2026041109/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix D-1_Marine Biological Resources Study.PDF:Lasthenia californica ssp. macrantha
zips/2026041109/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix D-1_Marine Biological Resources Study.PDF:Lasthenia glabrata ssp. coulteri
zips/2026041109/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix D-1_Marine Biological Resources Study.PDF:Monardella sinuata ssp. sinuata
zips/2026041109/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix D-1_Marine Biological Resources Study.PDF:Nemacaulis denudata var. denudata
zips/2026041109/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix D-1_Marine Biological Resources Study.PDF:Senecio aphanactis
zips/2026041109/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix D-1_Marine Biological Resources Study.PDF:Poa diaboli
zips/2026041109/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix D-1_Marine Biological Resources Study.PDF:Suaeda californica
zips/2026041109/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix D-1_Marine Biological Resources Study.PDF:Sulcaria isidiifera
zips/2026041109/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix D-1_Marine Biological Resources Study.PDF:Sulcaria spiralifera
zips/2026041109/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix D-1_Marine Biological Resources Study.PDF:Burke's Goldfields Lasthenia burkei
zips/2026041109/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix D-1_Marine Biological Resources Study.PDF:Contra Costa Goldfields Lasthenia conjugens
zips/2026041109/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix D-1_Marine Biological Resources Study.PDF:Showy Indian Clover Trifolium amoenum
zips/2026041109/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix D-1_Marine Biological Resources Study.PDF:California Jewelflower Caulanthus californicus
zips/2026041109/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix D-1_Marine Biological Resources Study.PDF:California Seablite Suaeda californica
zips/2026041109/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix D-1_Marine Biological Resources Study.PDF:Chorro Creek Bog Thistle Cirsium fontinale var. obispoense
zips/2026041109/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix D-1_Marine Biological Resources Study.PDF:Indian Knob Mountainbalm Eriodictyon altissimum
zips/2026041109/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix D-1_Marine Biological Resources Study.PDF:Marsh Sandwort Arenaria paludicola
zips/2026041109/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix D-1_Marine Biological Resources Study.PDF:Morro Manzanita Arctostaphylos morroensis
zips/2026041109/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix D-1_Marine Biological Resources Study.PDF:Spreading Navarretia Navarretia fossalis
zips/2026041111/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix C-1 - Biological Report, September 17, 2025.PDF:petasata), Long-valley Milkvetch (Astragalus johannis-howellii), masonic rockcress (Boechera cobrensis),
zips/2026041111/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix C-1 - Biological Report, September 17, 2025.PDF:short-leaved hulsea (Hulsea brevifolia), Tulare rockcress (Boechera tularensis), and upswept moonwort
zips/2026041111/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix C-1 - Biological Report, September 17, 2025.PDF:(Botrychium ascendens).
zips/2026041111/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix C-1 - Biological Report, September 17, 2025.PDF:Liddon’s sedge (Carex petasata)
zips/2026041111/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix C-1 - Biological Report, September 17, 2025.PDF:Masonic rockcress (Boechera cobrensis)
zips/2026041111/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix C-1 - Biological Report, September 17, 2025.PDF:Short-leaved hulsea (Hulsea brevifolia)
zips/2026041111/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix C-1 - Biological Report, September 17, 2025.PDF:Tulare rockcress (Boechera tularensis)
zips/2026041111/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix C-1 - Biological Report, September 17, 2025.PDF:Upswept Moonwort (Botrychium ascendens)
zips/2026041111/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix C-1 - Biological Report, September 17, 2025.PDF:Triteleia ixioides
zips/2026041111/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix C-1 - Biological Report, September 17, 2025.PDF:Viola purpurea
zips/2026041111/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix C-1 - Biological Report, September 17, 2025.PDF:Liddon’s Sedge (Carex petasata)
zips/2026041111/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix C-1 - Biological Report, September 17, 2025.PDF:Long Valley Milkvetch (Astragalus johannis-howellii)
zips/2026041111/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix C-1 - Biological Report, September 17, 2025.PDF:Masonic Rockcress (Boechera cobrensis)
zips/2026041111/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix C-1 - Biological Report, September 17, 2025.PDF:Short-leaved Hulsea (Hulsea brevifolia)
zips/2026041111/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix C-1 - Biological Report, September 17, 2025.PDF:Tulare Rockcress (Boechera tularensis)
zips/2026041111/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix C-1 - Biological Report, September 17, 2025.PDF:Upswept moonwort (Botrychium ascendens)
zips/2026041111/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix C-1 - Biological Report, September 17, 2025.PDF:--Ivesia kingii var. kingii
zips/2026041111/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix C-1 - Biological Report, September 17, 2025.PDF:--Sabulina stricta
zips/2026041111/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix C-1 - Biological Report, September 17, 2025.PDF:--Cinna bolanderi
zips/2026041111/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix C-1 - Biological Report, September 17, 2025.PDF:--Eremothera boothii ssp.
zips/2026041111/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix C-1 - Biological Report, September 17, 2025.PDF:--Draba cana
zips/2026041111/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix C-1 - Biological Report, September 17, 2025.PDF:--Micromonolepis pusilla
zips/2026041111/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix C-1 - Biological Report, September 17, 2025.PDF:--Claytonia megarhiza
zips/2026041111/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix C-1 - Biological Report, September 17, 2025.PDF:--Crepis runcinata
zips/2026041111/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix C-1 - Biological Report, September 17, 2025.PDF:--Viola purpurea ssp. aurea
zips/2026041111/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix C-1 - Biological Report, September 17, 2025.PDF:--Calochortus excavatus
zips/2026041111/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix C-1 - Biological Report, September 17, 2025.PDF:--Phacelia inyoensis
zips/2026041111/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix C-1 - Biological Report, September 17, 2025.PDF:--Astragalus lemmonii
zips/2026041111/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix C-1 - Biological Report, September 17, 2025.PDF:--Carex petasata
zips/2026041111/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix C-1 - Biological Report, September 17, 2025.PDF:--Trichophorum pumilum
zips/2026041111/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix C-1 - Biological Report, September 17, 2025.PDF:--Meesia longiseta
zips/2026041111/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix C-1 - Biological Report, September 17, 2025.PDF:--Astragalus johannishowellii
zips/2026041111/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix C-1 - Biological Report, September 17, 2025.PDF:--Triglochin palustris
zips/2026041111/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix C-1 - Biological Report, September 17, 2025.PDF:--Boechera cobrensis
zips/2026041111/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix C-1 - Biological Report, September 17, 2025.PDF:--Lupinus duranii
zips/2026041111/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix C-1 - Biological Report, September 17, 2025.PDF:--Astragalus monoensis
zips/2026041111/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix C-1 - Biological Report, September 17, 2025.PDF:--Phacelia gymnoclada
zips/2026041111/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix C-1 - Biological Report, September 17, 2025.PDF:--Stuckenia filiformis ssp.
zips/2026041111/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix C-1 - Biological Report, September 17, 2025.PDF:--Boechera pinzliae
zips/2026041111/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix C-1 - Biological Report, September 17, 2025.PDF:--Potamogeton robbinsii
zips/2026041111/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix C-1 - Biological Report, September 17, 2025.PDF:--Pedicularis crenulata
zips/2026041111/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix C-1 - Biological Report, September 17, 2025.PDF:--Botrychium crenulatum
zips/2026041111/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix C-1 - Biological Report, September 17, 2025.PDF:--Elymus scribneri
zips/2026041111/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix C-1 - Biological Report, September 17, 2025.PDF:--Salix brachycarpa var.
zips/2026041111/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix C-1 - Biological Report, September 17, 2025.PDF:--Hulsea brevifolia
zips/2026041111/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix C-1 - Biological Report, September 17, 2025.PDF:--Parnassia parviflora
zips/2026041111/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix C-1 - Biological Report, September 17, 2025.PDF:--Atriplex pusilla
zips/2026041111/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix C-1 - Biological Report, September 17, 2025.PDF:--Salix nivalis
zips/2026041111/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix C-1 - Biological Report, September 17, 2025.PDF:--Draba lonchocarpa
zips/2026041111/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix C-1 - Biological Report, September 17, 2025.PDF:--Draba praealta
zips/2026041111/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix C-1 - Biological Report, September 17, 2025.PDF:--Boechera tularensis
zips/2026041111/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix C-1 - Biological Report, September 17, 2025.PDF:--Botrychium ascendens
zips/2026041111/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix C-1 - Biological Report, September 17, 2025.PDF:--Carex scirpoidea ssp.
zips/2026041111/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix C-1 - Biological Report, September 17, 2025.PDF:--Potamogeton praelongus
zips/2026041111/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix C-3 - Arborist Report.PDF:pine (Pinus jeffreyi) with a minimal occurrence of lodgepole pine (Pinus contorta spp.
zips/2026041111/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix C-3 - Arborist Report.PDF:Pinus contorta spp.
zips/2026041112/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Ukiah Municipal Well Project2 - Public Draft IS-MND-OCR.PDF:Limnanthes bakeri
zips/2026041112/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Ukiah Municipal Well Project2 - Public Draft IS-MND-OCR.PDF:Lasthenia burkei
zips/2026041112/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Ukiah Municipal Well Project2 - Public Draft IS-MND-OCR.PDF:Lasthenia conjugens
zips/2026041112/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Ukiah Municipal Well Project2 - Public Draft IS-MND-OCR.PDF:Trifolium amoenum
zips/2026041112/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Ukiah Municipal Well Project2 - Public Draft IS-MND-OCR.PDF:Arctostaphylos stanfordiana ssp. raichei
zips/2026041112/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Ukiah Municipal Well Project2 - Public Draft IS-MND-OCR.PDF:Lasthenia burkei
zips/2026041112/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Ukiah Municipal Well Project2 - Public Draft IS-MND-OCR.PDF:Limnanthes bakeri
zips/2026041112/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Ukiah Municipal Well Project2 - Public Draft IS-MND-OCR.PDF:Malacothamnus mendocinensis
zips/2026041112/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Ukiah Municipal Well Project2 - Public Draft IS-MND-OCR.PDF:Navarretia leucocephala ssp. bakeri
zips/2026041112/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Ukiah Municipal Well Project2 - Public Draft IS-MND-OCR.PDF:Burke's Goldfields Lasthenia burkei
zips/2026041112/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Ukiah Municipal Well Project2 - Public Draft IS-MND-OCR.PDF:Contra Costa Goldfields Lasthenia conjugens
zips/2026041112/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Ukiah Municipal Well Project2 - Public Draft IS-MND-OCR.PDF:Showy Indian Clover Trifolium amoenum
zips/2026041159/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix B - Biological Resource Assessment.PDF:Coulter’s saltbush (Atriplex coulteri)
zips/2026041159/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix B - Biological Resource Assessment.PDF:South Coast saltscale (Atriplex pacifica)
zips/2026041159/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix B - Biological Resource Assessment.PDF:Davidson’s saltscale (Atriplex serenana var. davidsonii)
zips/2026041159/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix B - Biological Resource Assessment.PDF:Southern tarplant (Centromadia parryi ssp. australis)
zips/2026041159/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix B - Biological Resource Assessment.PDF:Many-stemmed dudleya (Dudleya multicaulis)
zips/2026041159/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix B - Biological Resource Assessment.PDF:Los Angeles sunflower (Helianthus nuttallii ssp. parishii)
zips/2026041159/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix B - Biological Resource Assessment.PDF:Coulter’s goldfields (Lasthenia glabrata ssp. coulteri)
zips/2026041159/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix B - Biological Resource Assessment.PDF:Mud nama (Nama stenocarpa)
zips/2026041159/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix B - Biological Resource Assessment.PDF:Gambel’s water cress (Nasturtium gambelii)
zips/2026041159/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix B - Biological Resource Assessment.PDF:Allen's pentachaeta (Pentachaeta aurea ssp. allenii)
zips/2026041159/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix B - Biological Resource Assessment.PDF:Chaparral ragwort (Senecio aphanactis)
zips/2026041159/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix B - Biological Resource Assessment.PDF:Salt spring checkerbloom (Sidalcea neomexicana)
zips/2026041159/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix B - Biological Resource Assessment.PDF:Abronia villosa var.
zips/2026041159/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix B - Biological Resource Assessment.PDF:Allium marvinii
zips/2026041159/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix B - Biological Resource Assessment.PDF:Astragalus hornii
zips/2026041159/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix B - Biological Resource Assessment.PDF:Atriplex coulteri
zips/2026041159/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix B - Biological Resource Assessment.PDF:Atriplex pacifica
zips/2026041159/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix B - Biological Resource Assessment.PDF:Atriplex parishii
zips/2026041159/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix B - Biological Resource Assessment.PDF:Atriplex serenana
zips/2026041159/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix B - Biological Resource Assessment.PDF:Brodiaea filifolia
zips/2026041159/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix B - Biological Resource Assessment.PDF:Calochortus weedii
zips/2026041159/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix B - Biological Resource Assessment.PDF:Centromadia parryi
zips/2026041159/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix B - Biological Resource Assessment.PDF:Chorizanthe parryi
zips/2026041159/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix B - Biological Resource Assessment.PDF:Dudleya stolonifera
zips/2026041159/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix B - Biological Resource Assessment.PDF:Euphorbia misera
zips/2026041159/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix B - Biological Resource Assessment.PDF:Helianthus nuttallii
zips/2026041159/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix B - Biological Resource Assessment.PDF:Horkelia cuneata
zips/2026041159/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix B - Biological Resource Assessment.PDF:Isocoma menziesii
zips/2026041159/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix B - Biological Resource Assessment.PDF:Lasthenia glabrata
zips/2026041159/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix B - Biological Resource Assessment.PDF:Nama stenocarpa
zips/2026041159/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix B - Biological Resource Assessment.PDF:Navarretia prostrata
zips/2026041159/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix B - Biological Resource Assessment.PDF:Nolina cismontana
zips/2026041159/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix B - Biological Resource Assessment.PDF:Orcuttia californica
zips/2026041159/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix B - Biological Resource Assessment.PDF:Pentachaeta aurea
zips/2026041159/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix B - Biological Resource Assessment.PDF:Quercus dumosa
zips/2026041159/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix B - Biological Resource Assessment.PDF:Senecio aphanactis
