zips/2024120530/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Coalinga Perimeter Trail_Public Review Draft IS-MND_121224_flt.PDF:California jewelflower (Caulanthus californicus; Federal Endangered [FE], State
zips/2024120530/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Coalinga Perimeter Trail_Public Review Draft IS-MND_121224_flt.PDF:San Joaquin wooly-threads (Monolopia congdonii; FE, SE, CRPR 1B.2). This species
zips/2024120530/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Coalinga Perimeter Trail_Public Review Draft IS-MND_121224_flt.PDF:Lost Hills crownscale (Atriplex coronata var. vallicola; CRPR 1B.2). This species typically
zips/2024120528/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Groundwater Contamination Characterization Project IS-MND_Public compiled.PDF:Perideridia pringlei
zips/2024120528/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Groundwater Contamination Characterization Project IS-MND_Public compiled.PDF:Plagiobothrys uncinatus
zips/2024120528/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Groundwater Contamination Characterization Project IS-MND_Public compiled.PDF:Mielichhoferia elongata
zips/2024120528/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Groundwater Contamination Characterization Project IS-MND_Public compiled.PDF:Monardella palmeri
zips/2024120528/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Groundwater Contamination Characterization Project IS-MND_Public compiled.PDF:Ribes sericeum
zips/2024120528/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Groundwater Contamination Characterization Project IS-MND_Public compiled.PDF:Sanicula hoffmannii
zips/2024120528/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Groundwater Contamination Characterization Project IS-MND_Public compiled.PDF:Sanicula maritima
zips/2024120528/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Groundwater Contamination Characterization Project IS-MND_Public compiled.PDF:Scrophularia atrata
zips/2024120528/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Groundwater Contamination Characterization Project IS-MND_Public compiled.PDF:Senecio aphanactis
zips/2024120528/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Groundwater Contamination Characterization Project IS-MND_Public compiled.PDF:Senecio astephanus
zips/2024120528/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Groundwater Contamination Characterization Project IS-MND_Public compiled.PDF:Senecio blochmaniae
zips/2024120528/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Groundwater Contamination Characterization Project IS-MND_Public compiled.PDF:Sidalcea hickmanii ssp. anomala
zips/2024120528/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Groundwater Contamination Characterization Project IS-MND_Public compiled.PDF:Suaeda californica
zips/2024120528/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Groundwater Contamination Characterization Project IS-MND_Public compiled.PDF:Sulcaria isidiifera
zips/2024120528/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Groundwater Contamination Characterization Project IS-MND_Public compiled.PDF:Sulcaria spiralifera
zips/2024120528/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Groundwater Contamination Characterization Project IS-MND_Public compiled.PDF:Symphyotrichum defoliatum
zips/2024120528/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Groundwater Contamination Characterization Project IS-MND_Public compiled.PDF:Poa diaboli
zips/2024120528/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Groundwater Contamination Characterization Project IS-MND_Public compiled.PDF:Prunus fasciculata var. punctata
zips/2024120528/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Groundwater Contamination Characterization Project IS-MND_Public compiled.PDF:Trifolium hydrophilum
zips/2024120528/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Groundwater Contamination Characterization Project IS-MND_Public compiled.PDF:Tropidocarpum capparideum
zips/2024120528/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Groundwater Contamination Characterization Project IS-MND_Public compiled.PDF:Lyonothamnus floribundus ssp.
zips/2024120528/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Groundwater Contamination Characterization Project IS-MND_Public compiled.PDF:Pinus radiata
